epoch,reward,complexity,length,is_physical,is_elite,program
0,0.0,39.0,23,False,False,((((((((((((exp(1)-((1)**(-1)))*((((g*((((((m)**(-1)))**(0.5)))**(-1)))+z))**(-1))))**(2))+m))**(0.5))-g))**(2)))**(-1))
0,0.0,32.0,25,False,False,((((z*(((((((((1/(v_z*(((((((1+m))**(-1)))**(2)))**(2))))-1)-m)-v_z))**(2))-m))**(2))))**(2))+g)
0,0.0,41.0,32,False,False,(((((((((((((((((((((((z+1)-v_z))**(0.5))-z)-g)+g)-v_z)-v_z))**(2))-m))**(2))+1)+m)-m)+1))**(2))+z))**(0.5))
0,0.0,34.0,22,False,False,(((((((m/(((((1)**(-1))*(v_z*((((((g*(((((g)**(-1))-1))**(-1))))**(0.5))-v_z))**(-1)))))**(2))))**(2)))**(2)))**(2))
0,0.0,35.0,22,False,False,(z*((cos(((exp((((exp((1-1))-1))**(0.5)))*z)*((z)**(-1))))/(m-v_z))+g))
0,0.0,30.0,23,False,False,(((m)**(-1))*((((((((((v_z)**(-1))/(v_z*(1*(v_z/(m/z)))))+g))**(2)))**(-1))-z)+g))
0,0.0,28.0,21,False,False,(g/(((g)**(-1))/(((((v_z)**(2))*((v_z/((((z*(1*1))-1))**(2)))-m)))**(-1))))
0,0.0,32.0,21,False,False,((1*(((1/(exp((exp(1)-((((((((m*g))**(2))-v_z))**(2)))**(2))))*z)))**(-1)))+m)
0,0.0,36.0,24,False,False,(((((((((((((((((m/(((1*((z*z)-1)))**(0.5))))**(-1))-z)-v_z))**(2))+v_z))**(2)))**(2)))**(-1)))**(0.5))-v_z)
0,0.0,38.0,23,False,False,(v_z/(((((((((((z/(m/(v_z*(((((1/(m/g)))**(-1)))**(2))))))**(-1))-1))**(0.5)))**(-1)))**(0.5))+g))
0,0.0,34.0,21,False,False,(((((log((cos(1)/sin(1))))**(0.5))*(((((1*(g*(z*v_z))))**(-1)))**(2)))+z)+z)
0,0.0,33.0,21,False,False,(m*((((((v_z/((exp(1)/z)*((((z*((((g)**(-1)))**(2))))**(2))+1)))-v_z))**(-1)))**(0.5)))
0,0.0,31.0,23,False,False,(((1*(((m)**(-1))/((((g*(v_z/((((((m*g))**(0.5))-m))**(-1)))))**(2))+z)))+g)-g)
0,0.0,41.0,21,False,False,((((((cos((exp(1)-exp((((g/g))**(2))))))**(-1))/(m*(((((v_z/v_z))**(0.5)))**(0.5))))-g))**(2))
0,0.0,32.0,20,False,False,(log(sin(1))*(z*((v_z*m)/((((((m/(((g-g))**(2)))-z))**(-1)))**(0.5)))))
0,0.0,37.0,22,False,False,((((((((m)**(-1))/(g/(((1/(((v_z*(((((g/(m-v_z)))**(2)))**(-1))))**(0.5))))**(0.5)))))**(-1))-z))**(-1))
0,0.0,39.0,22,False,False,(((((((((v_z)**(-1))/sin(1)))**(0.5)))**(0.5))*(1/((((((((1/(g+m)))**(2))+v_z))**(0.5)))**(-1))))-m)
0,0.0,37.0,24,False,False,(((exp(exp((exp((m*((((((m)**(-1))-(g/(1/1)))-m)+g)-z)))+v_z)))*v_z))**(2))
0,0.0,36.0,21,False,False,((log(log(1))-sin(((1)**(-1))))/(((1*(m/((((m*(v_z*v_z)))**(2))-v_z))))**(0.5)))
0,0.0,43.0,22,False,False,(((((log((((((exp((m*(z/(((g*(((v_z/((z)**(-1))))**(-1))))**(0.5)))))*g))**(0.5)))**(0.5)))*1))**(2)))**(-1))
0,0.0,36.0,26,False,False,(((((g*(((((((((((z/(((1/(g/m)))**(2)))+z))**(0.5)))**(-1))+z)+z)-1)+z)-1)))**(-1)))**(2))
0,0.0,35.0,24,False,False,((((((((((v_z-(v_z/1))+v_z))**(0.5))*(((((z/1)-g)-1))**(0.5))))**(0.5))-v_z)+g)-v_z)
0,0.0,39.0,23,False,False,(((((((((m/((((((1*(v_z/(m*(((z)**(-1))-v_z)))))**(0.5)))**(-1))-m)))**(0.5))+z))**(0.5))+g))**(0.5))
0,0.5650115201371063,26.0,18,True,True,((((((exp((((1)**(-1))+(v_z/v_z)))-1))**(0.5))+1)*m)*(z*g))
0,0.0,28.0,23,False,False,((g/(((((m*v_z)*(v_z/g)))**(-1))-((((m/((1)**(-1)))-v_z)-g)+z)))+v_z)
0,0.0,42.0,24,False,False,((((((((((1+((1)**(0.5)))/v_z))**(0.5)))**(0.5))/(((((z/((((z*(m*g))+g))**(-1))))**(0.5)))**(-1)))+1))**(-1))
0,0.0,38.0,23,False,False,((((((g/sin(exp(exp((m*(m*(((((1/(1*v_z))-v_z))**(-1))+m))))))))**(-1))*g))**(0.5))
0,0.0,39.0,21,False,False,(((((((cos(1)/log((((g*(1/g)))**(0.5))))+1)/((((g*v_z))**(-1))+v_z)))**(0.5)))**(0.5))
0,0.0,33.0,22,False,False,(((((m/((m*(((v_z*(((((1*(1/((v_z)**(-1))))-1))**(2))-z)))**(0.5)))+v_z)))**(-1)))**(0.5))
0,0.0,42.0,25,False,False,(((((((((((((v_z/((((m*((((m*m))**(0.5))+z))+m))**(0.5)))-v_z))**(0.5))+v_z))**(2))-v_z))**(0.5))+v_z))**(0.5))
0,0.0,36.0,22,False,False,(((((log(log(1))/(((g*(z*(v_z/((((1*(((g/1))**(2))))**(2))-v_z)))))**(-1))))**(2)))**(2))
0,0.0,33.0,21,False,False,(((1/(((1/((g/(m*(((((z/((1)**(-1))))**(-1))+m)+z)))-m)))**(0.5))))**(0.5))
0,0.0,36.0,21,False,False,((((((((((((((v_z/z)/(g/((((v_z*g)+v_z))**(2))))+1))**(0.5)))**(0.5)))**(0.5))-1))**(2)))**(2))
0,0.0,40.0,22,False,False,(((((exp((sin(((log(((1)**(2))))**(-1)))/1))/m))**(2))*m)/(z*((((g/g)+v_z))**(0.5))))
0,0.0,34.0,22,False,False,(v_z/((((((v_z*((((z*((((((m/(z/1)))**(2)))**(-1))-g))+v_z))**(0.5))))**(0.5))-g))**(-1)))
0,0.0,38.0,23,False,False,((cos(log((1+((1)**(2)))))-(1-log(log((m*(((g/((z)**(-1)))+g)-g))))))/m)
0,0.0,37.0,23,False,False,((1/(((z/((((((((((v_z/(((((g/z))**(2)))**(-1))))**(2))-1)+v_z))**(0.5)))**(0.5))-1)))**(-1)))+z)
0,0.0,36.0,22,False,False,((((((1/g)-((((1/(((g/(v_z/((((g)**(-1)))**(0.5)))))**(-1)))-v_z))**(0.5)))/1)-v_z))**(-1))
0,0.0,35.0,21,False,False,(((((1/(m*((g*exp(1))/(((z/(v_z/((m)**(2)))))**(0.5)))))-v_z))**(0.5))+m)
0,0.0,31.0,21,False,False,(((((((sin((((1*((exp(1))**(-1))))**(-1)))/g))**(2))*((1*(g*z))-m)))**(2))-g)
0,0.0,36.0,22,False,False,(((((((z)**(-1))/((((sin(((exp((1+1)))**(2))))**(-1)))**(0.5)))*(m/((v_z-v_z)+m))))**(-1))-v_z)
0,0.0,35.0,25,False,False,(((((((((((1)**(2))*1)+1)/m)*(((((((v_z/g))**(2))-v_z)-g)+v_z)+z)))**(0.5))-z))**(0.5))
0,0.0,36.0,19,False,False,(((log(1)+1)*((((v_z)**(-1)))**(0.5)))/(((z/(((m*(z/((v_z)**(0.5)))))**(0.5))))**(-1)))
0,0.0,34.0,24,False,False,(((((cos((exp((1*(((1-1))**(-1))))-((((((((v_z+v_z)+z))**(2)))**(2)))**(2))))*g)+z))**(-1))+g)
0,0.0,35.0,21,False,False,(g/((((((g/(((((m/(v_z*(((((z*(v_z/z)))**(0.5)))**(0.5)))))**(2)))**(2))))**(2)))**(-1))+v_z))
0,0.0,40.0,24,False,False,(v_z*(((((exp((g*((((m/(((z/((((((z)**(-1)))**(2)))**(-1))))**(0.5))))**(0.5))+z)))/m)*m)+m))**(-1)))
0,0.0,34.0,23,False,False,(sin((((z*(((z)**(-1))+((((((((z)**(0.5))*((z/(v_z-v_z))+g)))**(2)))**(2))+g))))**(-1)))/z)
0,0.0,30.0,21,False,False,((((((m/m)-((exp(cos((1-1))))**(-1)))+1)-(m*((m)**(-1))))*g)/v_z)
0,0.0,38.0,22,False,False,(((((exp((((g*((z/(((((g/((((g)**(0.5)))**(-1)))-g))**(0.5))+v_z))+g)))**(-1))))**(2))/z))**(-1))
0,0.0,34.0,23,False,False,(((((((sin(1)/(cos(((1)**(-1)))/(((((m/(z*g))+v_z)+1))**(2)))))**(2))+v_z))**(-1))-z)
0,0.0,38.0,22,False,False,(((log(((1)**(2))))**(0.5))*((((z+z)/(((((z*(((((v_z*g))**(-1)))**(0.5))))**(2))-g)-1)))**(0.5)))
0,0.0,31.0,23,False,False,((((((sin(((m/((m*1)*1))-1))-(m*(v_z/m)))/v_z))**(0.5))-g)-z)
0,0.0,44.0,21,False,False,((exp(((exp(((exp(1))**(0.5))))**(-1)))-(sin(1)+((1)**(0.5))))*((((((((z+z))**(-1)))**(0.5)))**(-1))+v_z))
0,0.0,35.0,26,False,False,((((((((m/((((((g/(v_z*(((((1)**(-1))-z))**(2))))-m)+v_z))**(0.5))-1)))**(2))-1)-g))**(-1))-z)
0,0.0,39.0,27,False,False,(((((((((((g)**(2))-(z*((((((((g*(((((1)**(2))+v_z))**(2))))**(-1))-g))**(-1)))**(0.5))))*z))**(0.5))+g)+v_z))**(2))-v_z)
0,0.0,32.0,23,False,False,(((((((1)**(2)))**(2))/((((((((((m*(((((g*(v_z+v_z)))**(-1)))**(2)))+g))**(2)))**(2)))**(-1)))**(2)))-g)+z)
0,0.0,44.0,24,False,False,(((((((((z)**(0.5)))**(-1))+((((((((((((((((v_z*g)-m)-1))**(-1))+v_z))**(0.5)))**(0.5)))**(-1)))**(0.5)))**(0.5)))/m)+v_z))**(-1))
0,0.0,34.0,24,False,False,((((((((g)**(-1))/g)/((((((((1*(z/((1)**(2)))))**(2))+v_z)-1))**(2))-v_z))+m)+m))**(0.5))
0,0.0,35.0,24,False,False,(((((((((((v_z*(1/((((1/(((z*g)-1)-v_z))+z))**(0.5)))))**(0.5))-z))**(2)))**(-1))-v_z))**(-1))
0,0.0,36.0,23,False,False,((((((log(1)-((sin((1-1)))**(-1)))/g))**(2))*(((((((m/g)-m))**(-1))-m))**(0.5)))-z)
0,0.0,38.0,26,False,False,(((((cos((((((m/z))**(-1))/((((((((((1*(v_z*g))-m)+m)+m))**(-1)))**(0.5)))**(-1)))-m)))**(-1))*v_z))**(-1))
0,0.0,42.0,24,False,False,(1/(((((((log(((exp(1))**(0.5)))/(((((((z/(1-z))-v_z))**(0.5)))**(-1))+z)))**(2))-v_z))**(-1))+m))
0,0.0,38.0,22,False,False,((((((((((((m+m)*(((g/((((((g)**(0.5))+g))**(-1))-g)))**(0.5))))**(-1)))**(0.5)))**(-1)))**(0.5))-g)-1)
0,0.0,34.0,21,False,False,((((m*(g*((m-m)*(((z*(((((g/(g*1)))**(0.5)))**(0.5))))**(0.5)))))-1))**(0.5))
0,0.0,36.0,25,False,False,((((((exp(1)/((((((((((((v_z*((((1)**(2)))**(2))))**(2))-g))**(2))+m))**(-1))+g))**(2))))**(2))+z)+1)+v_z)
0,0.0,32.0,28,False,False,((cos((((((((v_z+(v_z-v_z))*v_z)-((((((v_z*z))**(-1))+z)+g)+1))*v_z))**(-1))*z))*z)-1)
0,0.0,34.0,24,False,False,(g*((((((((log((z*(((((z/(((((m*m))**(-1)))**(2))))**(2))-v_z)+v_z))))**(2))*1))**(2)))**(-1))-z))
0,0.0,37.0,28,False,False,(((((((((((cos(1)/1)/(((((m/(((1)**(2))-v_z))-m)-v_z)-v_z)+z)))**(2))+v_z))**(2))-z))**(2))-g)
0,0.0,38.0,21,False,False,(((g/(((((((z)**(0.5))/(1/(((((z/(g/((1)**(-1))))-1))**(-1))+z))))**(0.5)))**(-1))))**(0.5))
0,0.0,37.0,23,False,False,((((((((((1/(((g/(g*(((((((((z)**(2))+g))**(0.5)))**(0.5)))**(-1)))))**(-1))))**(2)))**(-1))-v_z)-z)+1))**(2))
0,0.0,41.0,24,False,False,(((((m/(((m/(((1*(((((((((((m)**(-1))-v_z))**(0.5)))**(-1)))**(0.5)))**(0.5))))**(2)))+v_z)-v_z))-1))**(0.5))+z)
0,0.0,44.0,25,False,False,(1/((cos(exp(((log(((((m*m)/((((((g/g)+1))**(0.5))-v_z)+m)))**(0.5))))**(2))))-m)/z))
0,0.0,34.0,24,False,False,(((v_z*(((((m*(((((((m*(m/(((m-z))**(0.5))))-z))**(2))+v_z))**(-1)))+m)+z))**(0.5))))**(-1))
0,0.0,42.0,29,False,False,(exp(((exp(((exp((g*(((m*(((g/(v_z*(1-v_z)))+v_z)-g))+z)-g)))+m)*m)))**(0.5)))*g)
0,0.0,49.0,28,False,False,((((((((((((((exp(1)/(((((((((((1/m))**(-1))+z)-1)-v_z))**(0.5)))**(-1))-g)))**(-1)))**(2))-g))**(0.5))-g))**(0.5)))**(0.5))+m)
0,0.0,27.0,19,False,False,(cos((((exp(((1)**(2)))*1)-1)-(((m*(g*(g/m))))**(2))))*v_z)
0,0.0,34.0,21,False,False,((((g/((sin(((log(((g/g)-1)))**(2)))/(((z/((1)**(2))))**(2)))-g))+1))**(-1))
0,0.0,39.0,22,False,False,(z/(cos((log((g/g))/1))/(((v_z/(((((((1-z))**(0.5)))**(-1)))**(0.5)))-v_z)-1)))
0,0.0,45.0,23,False,False,((((((((((z/(((((g/(((((((((((g+m))**(2)))**(-1))-g))**(0.5)))**(0.5))+m)))**(0.5)))**(-1))))**(0.5))+g))**(2)))**(-1)))**(0.5))
0,0.0,38.0,26,False,False,(((((((((cos(1)/(((((m/((((((((((v_z)**(-1))+v_z))**(2))+m)-1)+v_z))**(-1)))-1)+z))**(-1))))**(2)))**(2)))**(2)))**(2))
0,0.0,35.0,23,False,False,(((((((((z/m)*((g*(((((m/((((v_z*z))**(-1))+g)))**(-1)))**(0.5)))+g)))**(2))+1))**(-1)))**(0.5))
0,0.0,34.0,22,False,False,((((cos(1)*((((((((m/((((g)**(0.5))/(v_z*((g)**(2))))+m)))**(2))+g))**(2)))**(-1))))**(-1))-v_z)
0,0.0,41.0,28,False,False,(((((((((((((((((((1*(g*((((m)**(2))+v_z)+m))))**(0.5))-v_z))**(2)))**(-1)))**(0.5))+m))**(-1))+1)+g)-1)-g))**(0.5))
0,0.0,35.0,23,False,False,(((((((((((((v_z*m)*v_z))**(2))-(1*(((g/(((v_z/m))**(2))))**(0.5)))))**(-1))+z))**(0.5)))**(-1))+v_z)
0,0.0,39.0,25,False,False,(((((exp(exp(1))/g)-((((((z*(z/(1*(g-m)))))**(0.5)))**(0.5))+m))*g)*z)*m)
0,0.0,38.0,27,False,False,(((((((((((((v_z*((((((1*((v_z*(v_z/v_z))-g))-v_z))**(0.5)))**(-1))))**(-1))-z))**(0.5))+m))**(2))-1))**(2))-v_z)
0,0.0,41.0,24,False,False,(((((((((log(((cos(1))**(2)))*(((((((1/(((g*v_z))**(2)))+v_z)-z))**(-1)))**(0.5))))**(-1))-1))**(-1))+v_z))**(0.5))
0,0.0,25.0,20,False,False,((((((v_z-(((v_z+v_z)-v_z)+v_z))*((m)**(0.5)))-(((g)**(-1))-g))-1))**(2))
0,0.0,41.0,23,False,False,(((g/(exp(sin(((((1+1)+1))**(0.5))))*(((((((((((g+m)+g))**(0.5)))**(0.5))-z))**(2)))**(-1)))))**(-1))
0,0.0,34.0,28,False,False,((((((((((z-((((((((((m*(v_z+1))-m)-1))**(2)))**(-1))-v_z))**(2)))/m))**(2))-1))**(-1))+v_z)+v_z)-m)
0,0.0,36.0,24,False,False,((((((((((((((v_z*(((1/(((((v_z)**(2)))**(2))+g))-1)+m))+g))**(2))+m))**(0.5)))**(0.5))+1))**(2)))**(-1))
0,0.0,34.0,23,False,False,((((((((z)**(2)))**(-1))/(((1/(((g*(((((((((v_z/v_z)-z))**(-1)))**(2)))**(2))+m)))**(2))))**(-1)))+v_z))**(-1))
0,0.0,37.0,26,False,False,(((sin((v_z/(((((((((((v_z/(m*((g/1)-v_z))))**(-1))+1)-m))**(2))-m)+m))**(2)))))**(0.5))*g)
0,0.0,38.0,24,False,False,((((((((g)**(-1)))**(0.5))/g))**(-1))/(((((((((((((((g/((v_z)**(-1))))**(2)))**(-1))-m))**(2)))**(-1))+z)+v_z))**(-1))+z))
0,0.0,40.0,28,False,False,((((((((((((((((((((1*(g*(((1/m))**(2))))+g)-1))**(-1)))**(0.5))-v_z))**(0.5))+v_z)-m))**(2))+m))**(-1)))**(2))+z)
0,0.0,37.0,21,False,False,(1/(((((((((((log(1))**(0.5))+1))**(2))+((((v_z/v_z)+(v_z+z)))**(0.5)))*g))**(0.5)))**(-1)))
0,0.0,35.0,21,False,False,((m/cos((((((((m)**(2)))**(-1)))**(0.5))/(z/(((z*(1/(m/((1)**(-1))))))**(2))))))*m)
0,0.0,42.0,19,False,False,(((sin((exp((((log(((exp(((1)**(-1))))**(-1)))+1))**(0.5)))+1))*(((((z)**(-1))-g))**(0.5))))**(0.5))
0,0.0,34.0,23,False,False,(((((((((exp(((((1+1)+1))**(2)))/(((((z)**(-1))+g))**(0.5))))**(-1))+z)-v_z)+v_z))**(-1))+m)
0,0.0,46.0,24,False,False,(((sin((log(((log(1))**(0.5)))*(m*(((v_z/(((((((((v_z*g))**(-1)))**(0.5)))**(-1)))**(2))))**(0.5)))))*z)-g)/z)
0,0.0,39.0,21,False,False,(sin(exp(((1)**(2))))*(((((((((((((m*(((1/((g)**(0.5))))**(0.5)))+g))**(2)))**(2)))**(2)))**(2))-g))**(2)))
0,0.0,39.0,22,False,False,((((log(log(cos((g*((g)**(-1)))))))**(-1))/(((((((((1*((z)**(2))))**(0.5))+1)-v_z))**(-1)))**(2)))-z)
0,0.0,32.0,23,False,False,((((m*(v_z*(z*((((((m/((((m*(g*v_z)))**(-1))+g))-m))**(0.5)))**(0.5))))))**(2))-v_z)
0,0.0,33.0,22,False,False,((((((z/(((1*(g*((g/((((((z*g))**(0.5)))**(-1))-1))+1))))**(0.5)))+g))**(2)))**(2))
0,0.0,34.0,22,False,False,(((((((((((v_z/(1*((((((((((((z)**(-1))+1)-v_z))**(-1)))**(0.5)))**(-1)))**(2)))))**(-1))-m))**(-1)))**(2)))**(-1))-z)
0,0.0,41.0,25,False,False,((((cos(((((exp((((1-1))**(-1)))-1)-(((log(((((g)**(2)))**(-1)))-m)+z)+g)))**(2)))-m))**(0.5))/g)
0,0.0,35.0,24,False,False,((((((v_z)**(0.5))*((m/(1/(1/(((((v_z/(m-z)))**(2))+g)+z))))+m))-g))**(0.5))
0,0.0,38.0,25,False,False,((((((((m*(((cos((1-1))*((((((1*(m*m)))**(-1)))**(0.5))+v_z)))**(0.5)))-g))**(0.5))-z))**(-1))-g)
0,0.0,41.0,20,False,False,(((m*((((((((log(((((1)**(2)))**(2)))/(((((((v_z/((1)**(2))))**(-1)))**(0.5)))**(0.5))))**(2)))**(2))-1))**(2))))**(0.5))
0,0.0,31.0,24,False,False,(((((((((((log(sin(1))*v_z)+v_z))**(2))/(v_z*1))-v_z)+z)+v_z)-g)+v_z)+v_z)
0,0.0,36.0,20,False,False,((v_z*(((log((((cos((((1)**(0.5))/1))/1))**(2)))/(((v_z/((z)**(2))))**(2))))**(-1)))+z)
0,0.0,31.0,23,False,False,(((cos((log(((z/(1*z))-1))*1))*((((((z*z)-v_z)+g))**(2))+z)))**(-1))
0,0.0,31.0,22,False,False,((((1/(((v_z/(((((z)**(2))/(((((g/(v_z-m)))**(-1))-z)+g)))**(-1))))**(-1)))+g))**(-1))
0,0.0,38.0,21,False,False,(((z)**(-1))*(((((sin((g*((((((g)**(0.5)))**(-1)))**(2)))))**(-1))*((((((((1)**(2))-z))**(0.5))-g))**(-1))))**(0.5)))
0,0.0,46.0,23,False,False,((((((((((((((((((z/(((v_z*(((((1)**(0.5))-g))**(0.5))))**(0.5))))**(-1)))**(2))+v_z))**(0.5)))**(0.5)))**(-1))+g))**(0.5))-v_z))**(-1))
0,0.0,43.0,21,False,False,(((((((((((((m*((((((((((((z*m))**(0.5)))**(-1)))**(2))+z))**(0.5)))**(0.5))))**(-1)))**(0.5)))**(-1)))**(0.5)))**(0.5))+1)-m)
0,0.0,35.0,24,False,False,(((1)**(0.5))/((((((((((m*(m/(((z*(m/(v_z/v_z))))**(2))))-v_z))**(2)))**(2)))**(-1))+1)-m))
0,0.0,31.0,22,False,False,((((z*((((1*(((1)**(0.5))-1))*(((((m*((g)**(-1))))**(-1))-m)+z)))**(-1)))+m))**(0.5))
0,0.0,31.0,25,False,False,(((((((((((v_z*((v_z*(v_z/(m/m)))+1))+1)+1))**(-1))-m)-m)+g))**(0.5))-m)
0,0.0,29.0,19,False,False,(((((g-g)*v_z)/(1/(1/(g/(((m)**(0.5))+((((z)**(2)))**(-1))))))))**(2))
0,0.0,41.0,24,False,False,(cos(log(1))*(((z/(((m/((v_z/(((((((((1)**(-1))-1))**(2))+g))**(-1))-g))-v_z)))**(0.5))))**(0.5)))
0,0.0,38.0,28,False,False,((((((((((sin(1)*((((((((m/(m/m)))**(-1))+g))**(-1))-g)+v_z)))**(-1))-z)-1)+g)-1))**(0.5))-g)
0,0.0,39.0,24,False,False,(g/(((((((v_z-(((g/((m/((((((1+z))**(0.5))-z))**(-1)))-z)))**(-1)))/z)-z))**(0.5)))**(0.5)))
0,0.0,40.0,23,False,False,(cos((((exp((((((((v_z)**(2))*((((v_z)**(-1)))**(2))))**(-1)))**(0.5))))**(0.5))-1))/((((1/g)-m)-g)+v_z))
0,0.0,33.0,22,False,False,(g/((1*((sin(log(log(1)))*v_z)-v_z))/(v_z*((m/(z*m))-g))))
0,0.0,33.0,23,False,False,(((((((((z*(v_z+((((((v_z)**(-1))-((m/((m)**(-1)))+m)))**(-1))+1)))/g)+m))**(2)))**(-1)))**(0.5))
0,0.0,35.0,25,False,False,(((exp(1)+1)/(((((((((z*((((1/z)-v_z)-v_z)+g)))**(2)))**(2))+z))**(0.5))-z))-m)
0,0.0,33.0,24,False,False,((((v_z*(((((cos(1)*(((((z*(v_z/(1/(g/1)))))**(-1)))**(2))))**(2)))**(2)))+z)-m)-z)
0,0.0,35.0,22,False,False,(1/(((v_z*((((v_z-(((v_z*v_z))**(0.5)))*(((((((z/z)-v_z))**(2))+v_z))**(-1))))**(0.5))))**(0.5)))
0,0.0,39.0,24,False,False,((((((((((((cos(1)/(((m*((((g*(g*z)))**(0.5))+v_z)))**(0.5))))**(2))+z))**(2))-v_z)-1))**(0.5)))**(-1))
0,0.0,36.0,23,False,False,((((z/(((g/(g*(z*(1/(((g*((((g+z)+v_z))**(0.5))))**(0.5)))))))**(0.5)))+z))**(-1))
0,0.0,36.0,21,False,False,((((((((cos(((1)**(0.5)))-sin(exp(1))))**(0.5))+(1-(m*(z*g))))/g)+z))**(-1))
0,0.0,26.0,22,False,False,(m*((m*(((((g/((((z+z)*(z*((v_z)**(-1))))-m)-v_z)))**(2)))**(2)))+z))
0,0.0,32.0,25,False,False,(m/((((v_z*(((((z*(((((((((((1*v_z)+v_z)+1))**(-1))+v_z))**(2)))**(-1))+z)))**(2)))**(-1)))-m))**(-1)))
0,0.0,40.0,22,False,False,(log(((((exp(exp(((1)**(2)))))**(-1)))**(0.5)))/((((((((m*(1*((z)**(-1)))))**(2))+1)+m))**(2))-v_z))
0,0.0,29.0,23,False,False,(((v_z)**(-1))*((((((((v_z-v_z)+(((v_z*v_z))**(0.5)))*(((g-v_z)+z)+1)))**(-1)))**(2))-v_z))
0,0.0,32.0,25,False,False,((((m+(exp((((z-(((v_z/(1*(1/1))))**(-1)))*z)*g))*g))+z)*v_z)/z)
0,0.0,32.0,19,False,False,(v_z*((((sin((exp(((z-z)/z))*1))-1)/((((((g)**(0.5)))**(-1)))**(2))))**(2)))
0,0.0,30.0,19,False,False,(((cos(1)*(((((((((g)**(-1))/(1*(((z/z))**(-1)))))**(2))+1)+g))**(-1))))**(0.5))
0,0.0,32.0,23,False,False,((((exp(((((g/g)-1))**(2)))-(m*(g*(((((m/1))**(-1)))**(2)))))/1)-v_z)-v_z)
0,0.0,40.0,20,False,False,(log((((sin((((exp(exp((1-1))))**(0.5))/1))+log((v_z/v_z))))**(-1)))*(m+z))
0,0.0,34.0,26,False,False,((((((((v_z*(1*((((((((((v_z/(g*1)))**(-1))+g))**(2))+1))**(2))+m)))+m))**(0.5))-m)-z))**(-1))
